JournalID,EntryDate,GLAccount,Description,Amount,Currency,UserID,EntryType,BusinessUnit,EffectiveDate,Flag_RoundNumber,Flag_Weekend,Flag_AfterHours,Count of JournalID,Flag_Duplicate ,RiskScore
JE011241,18-08-2023 20:09,1200-AR,Customer Receipt,53293.63,USD,p.iyer,Auto,HR,18-08-2023 20:09,0,0,1,1,0,1
JE011242,04-08-2023 12:01,4001-Revenue,Reversal,10581.08,USD,s.roy,Auto,Sales,04-08-2023 12:01,0,0,0,1,0,0
JE011243,09-03-2023 06:22,5001-COGS,Adjustment,19308.15,CAD,r.das,Auto,Operations,09-03-2023 06:22,0,0,0,1,0,0
JE011244,02-02-2023 11:32,2001-AP,Payroll,92110.14,USD,u.sharma,Manual,IT,02-02-2023 11:32,0,0,0,1,0,0
JE011245,06-07-2023 00:04,2001-AP,Depreciation,100000,INR,m.khan,Auto,IT,06-07-2023 00:04,1,0,1,1,0,2
JE011246,11-07-2023 06:43,2001-AP,Depreciation,82108.01,INR,r.das,Auto,IT,11-07-2023 06:43,0,0,0,1,0,0
JE011247,03-01-2023 02:28,3001-Equity,Accrual,21561.74,USD,admin,Auto,Sales,03-01-2023 02:28,0,0,1,1,0,1
JE011248,28-04-2023 21:46,2001-AP,Vendor Payment,29205.53,CAD,s.roy,Auto,IT,28-04-2023 21:46,0,0,1,1,0,1
JE011249,22-11-2023 02:27,5001-COGS,Depreciation,33505.45,USD,admin,Manual,Finance,22-11-2023 02:27,0,0,1,1,0,1
JE011250,12-09-2023 03:20,3001-Equity,Payroll,67316.42,INR,a.mehta,Manual,Operations,12-09-2023 03:20,0,0,1,1,0,1
JE011251,05-08-2023 01:22,4001-Revenue,Intercompany Transfer,11770.32,INR,r.das,Manual,Finance,05-08-2023 01:22,0,1,1,1,0,2
JE011252,27-09-2023 14:36,5001-COGS,Vendor Payment,94519.58,CAD,p.iyer,Manual,Operations,27-09-2023 14:36,0,0,0,1,0,0
JE011253,01-02-2023 11:08,2001-AP,Accrual,32620.98,CAD,r.das,Manual,HR,01-02-2023 11:08,0,0,0,1,0,0
JE011254,02-04-2023 08:19,7001-Tax,Reversal,52371.94,INR,m.khan,Auto,Finance,02-04-2023 08:19,0,1,0,1,0,1
JE011255,08-02-2023 06:15,3001-Equity,Intercompany Transfer,8700.3,INR,p.iyer,Manual,Sales,08-02-2023 06:15,0,0,0,1,0,0
JE011256,30-10-2023 10:19,4001-Revenue,Vendor Payment,74119.82,CAD,u.sharma,Auto,IT,30-10-2023 10:19,0,0,0,1,0,0
JE011257,15-08-2023 18:16,6001-OpEx,Vendor Payment,75826.13,USD,a.mehta,Auto,HR,15-08-2023 18:16,0,0,0,1,0,0
JE011258,29-01-2023 22:24,5001-COGS,Payroll,92206.37,USD,u.sharma,Auto,Operations,29-01-2023 22:24,0,1,1,1,0,2
JE011259,16-05-2023 23:47,7001-Tax,Adjustment,55377.87,CAD,a.mehta,Auto,Sales,16-05-2023 23:47,0,0,1,2,1,2
JE011260,07-07-2023 06:06,7001-Tax,Intercompany Transfer,66465.05,USD,a.mehta,Auto,Operations,07-07-2023 06:06,0,0,0,1,0,0
JE011261,15-12-2023 10:44,5001-COGS,Vendor Payment,47424.07,CAD,s.roy,Auto,Finance,15-12-2023 10:44,0,0,0,1,0,0
JE011262,28-08-2023 18:03,3001-Equity,Reversal,28420.13,INR,a.mehta,Auto,Sales,28-08-2023 18:03,0,0,0,1,0,0
JE011263,13-06-2023 23:29,3001-Equity,Intercompany Transfer,83185.78,CAD,p.iyer,Auto,HR,13-06-2023 23:29,0,0,1,1,0,1
JE011264,05-03-2023 18:59,5001-COGS,Reversal,41130.65,USD,p.iyer,Auto,Operations,05-03-2023 18:59,0,1,0,1,0,1
JE000156,10-02-2023 20:59,2001-AP,Depreciation,93882.81,USD,a.mehta,Auto,IT,10-02-2023 20:59,0,0,1,2,1,2
JE011266,26-09-2023 20:36,1200-AR,Reversal,11046.15,INR,u.sharma,Manual,HR,26-09-2023 20:36,0,0,1,1,0,1
JE011267,30-09-2023 12:27,7001-Tax,Adjustment,6149.99,INR,u.sharma,Manual,Operations,30-09-2023 12:27,0,1,0,1,0,1
JE011268,03-06-2023 22:25,1001-Cash,Customer Receipt,2443.26,USD,p.iyer,Manual,HR,03-06-2023 22:25,0,1,1,1,0,2
JE011269,25-10-2023 06:27,6001-OpEx,Depreciation,23773.16,INR,admin,Auto,IT,25-10-2023 06:27,0,0,0,1,0,0
JE011270,19-06-2023 12:56,4001-Revenue,Payroll,34772.77,USD,u.sharma,Manual,Operations,19-06-2023 12:56,0,0,0,1,0,0
JE011271,05-03-2023 17:15,1001-Cash,Depreciation,14662.1,INR,m.khan,Auto,Finance,05-03-2023 17:15,0,1,0,1,0,1
JE011272,10-04-2023 10:45,6001-OpEx,Depreciation,63009.04,CAD,admin,Auto,Finance,10-04-2023 10:45,0,0,0,2,1,1
JE011273,07-11-2023 15:16,4001-Revenue,Adjustment,8675.02,CAD,u.sharma,Auto,IT,07-11-2023 15:16,0,0,0,1,0,0
JE011274,18-11-2023 21:35,1200-AR,Accrual,90278.66,CAD,admin,Auto,Sales,18-11-2023 21:35,0,1,1,1,0,2
JE011275,27-05-2023 16:29,2001-AP,Payroll,1449.2,USD,u.sharma,Auto,IT,24-08-2023 12:35,0,1,0,1,0,1
JE011276,06-02-2023 00:09,3001-Equity,Customer Receipt,40029.17,USD,admin,Manual,Operations,04-01-2023 11:43,0,0,1,1,0,1
JE011277,28-08-2023 01:49,1200-AR,Payroll,47118.69,USD,s.roy,Auto,HR,28-08-2023 01:49,0,0,1,1,0,1
JE011278,06-04-2023 07:47,5001-COGS,Accrual,13414.07,CAD,s.roy,Auto,HR,06-04-2023 07:47,0,0,0,1,0,0
JE011279,22-12-2023 15:54,4001-Revenue,Reversal,2545.46,USD,a.mehta,Auto,Finance,22-12-2023 15:54,0,0,0,1,0,0
JE011280,31-08-2023 23:05,1001-Cash,Adjustment,63176.95,INR,s.roy,Manual,HR,31-08-2023 23:05,0,0,1,1,0,1
JE011281,05-10-2023 08:15,2001-AP,Adjustment,59289.81,CAD,a.mehta,Manual,IT,05-10-2023 08:15,0,0,0,1,0,0
JE011282,04-01-2023 20:06,4001-Revenue,Reversal,53347.74,INR,r.das,Manual,IT,04-01-2023 20:06,0,0,1,1,0,1
JE011283,16-10-2023 05:10,4001-Revenue,Intercompany Transfer,40481.58,CAD,m.khan,Auto,IT,16-10-2023 05:10,0,0,1,1,0,1
JE011284,14-01-2023 19:23,7001-Tax,Intercompany Transfer,67759.4,CAD,u.sharma,Auto,HR,14-01-2023 19:23,0,1,0,1,0,1
JE011285,10-08-2023 15:15,3001-Equity,Customer Receipt,69928.89,CAD,p.iyer,Auto,HR,10-08-2023 15:15,0,0,0,1,0,0
JE011286,22-04-2023 06:54,1001-Cash,Intercompany Transfer,91285.05,CAD,admin,Manual,HR,22-04-2023 06:54,0,1,0,1,0,1
JE011287,15-03-2023 22:45,7001-Tax,Accrual,74322.1,INR,admin,Auto,Operations,15-03-2023 22:45,0,0,1,1,0,1
JE011288,06-11-2023 22:30,5001-COGS,Vendor Payment,73999.53,INR,p.iyer,Auto,Finance,06-11-2023 22:30,0,0,1,1,0,1
JE011289,19-04-2023 21:08,1001-Cash,Vendor Payment,23756.86,INR,p.iyer,Manual,Sales,19-04-2023 21:08,0,0,1,1,0,1
JE011290,18-04-2023 18:55,1200-AR,Customer Receipt,22341.17,USD,a.mehta,Auto,IT,18-04-2023 18:55,0,0,0,1,0,0
JE011291,27-07-2023 09:16,6001-OpEx,Adjustment,74872.48,USD,p.iyer,Auto,Sales,27-07-2023 09:16,0,0,0,1,0,0
JE011292,21-01-2023 05:55,3001-Equity,Vendor Payment,46761.91,INR,r.das,Manual,IT,21-01-2023 05:55,0,1,1,1,0,2
JE011293,15-10-2023 04:20,2001-AP,Accrual,8796.6,INR,admin,Manual,Operations,15-10-2023 04:20,0,1,1,1,0,2
JE011294,03-05-2023 05:52,7001-Tax,Payroll,98357.33,USD,a.mehta,Manual,Sales,03-05-2023 05:52,0,0,1,1,0,1
JE011295,22-07-2023 14:24,1001-Cash,Intercompany Transfer,92980.43,USD,u.sharma,Auto,Sales,22-07-2023 14:24,0,1,0,1,0,1
JE011296,13-11-2023 18:41,3001-Equity,Vendor Payment,10740.88,INR,admin,Manual,Sales,13-11-2023 18:41,0,0,0,1,0,0
JE011297,06-04-2023 08:10,4001-Revenue,Accrual,88257.85,USD,m.khan,Auto,Finance,06-04-2023 08:10,0,0,0,1,0,0
JE011298,13-08-2023 15:58,1200-AR,Vendor Payment,61070.31,INR,m.khan,Auto,Sales,13-08-2023 15:58,0,1,0,1,0,1
JE011299,02-05-2023 19:59,4001-Revenue,Payroll,20122.32,USD,admin,Manual,Operations,02-05-2023 19:59,0,0,0,1,0,0
JE011300,30-12-2023 05:14,1200-AR,Payroll,89672.67,INR,a.mehta,Manual,Sales,30-12-2023 05:14,0,1,1,1,0,2
JE011301,01-10-2023 10:41,1001-Cash,Accrual,36864.76,USD,u.sharma,Manual,IT,01-10-2023 10:41,0,1,0,1,0,1
JE011302,14-03-2023 01:08,5001-COGS,Intercompany Transfer,20889.86,USD,r.das,Auto,HR,14-03-2023 01:08,0,0,1,1,0,1
JE011303,03-05-2023 21:11,2001-AP,Accrual,22693.64,CAD,a.mehta,Manual,Operations,03-05-2023 21:11,0,0,1,1,0,1
JE011304,12-01-2023 18:06,6001-OpEx,Reversal,43407.44,INR,m.khan,Auto,Finance,12-01-2023 18:06,0,0,0,1,0,0
JE011305,09-05-2023 22:00,6001-OpEx,Intercompany Transfer,75797.34,CAD,u.sharma,Auto,Finance,09-05-2023 22:00,0,0,1,1,0,1
JE011306,03-02-2023 13:39,3001-Equity,Intercompany Transfer,57624.55,CAD,p.iyer,Manual,IT,03-02-2023 13:39,0,0,0,1,0,0
JE011307,07-04-2023 07:48,6001-OpEx,Adjustment,45142.64,INR,admin,Auto,Operations,07-04-2023 07:48,0,0,0,1,0,0
JE011308,31-03-2023 16:17,4001-Revenue,Reversal,28970.47,USD,p.iyer,Auto,Operations,31-03-2023 16:17,0,0,0,1,0,0
JE011309,31-05-2023 04:13,2001-AP,Reversal,54702.08,CAD,a.mehta,Manual,Sales,31-05-2023 04:13,0,0,1,1,0,1
JE011310,02-06-2023 15:42,7001-Tax,Accrual,69952.5,USD,u.sharma,Auto,Operations,02-06-2023 15:42,0,0,0,1,0,0
JE011311,06-02-2023 19:37,2001-AP,Vendor Payment,50707.31,INR,p.iyer,Manual,HR,06-02-2023 19:37,0,0,0,1,0,0
JE011312,26-09-2023 04:56,1200-AR,Vendor Payment,47448.27,INR,m.khan,Manual,Operations,26-09-2023 04:56,0,0,1,1,0,1
JE011313,08-11-2023 00:51,2001-AP,Reversal,12191.16,INR,p.iyer,Auto,HR,08-11-2023 00:51,0,0,1,1,0,1
JE011314,11-12-2023 15:21,6001-OpEx,Reversal,36956.89,INR,u.sharma,Manual,Sales,11-12-2023 15:21,0,0,0,1,0,0
JE011315,14-06-2023 02:21,4001-Revenue,Adjustment,21578.55,CAD,s.roy,Manual,Finance,14-06-2023 02:21,0,0,1,1,0,1
JE011316,18-05-2023 22:21,5001-COGS,Vendor Payment,87518.86,USD,m.khan,Auto,Operations,18-05-2023 22:21,0,0,1,1,0,1
JE011317,06-03-2023 12:03,4001-Revenue,Intercompany Transfer,3842.15,INR,s.roy,Auto,IT,06-03-2023 12:03,0,0,0,1,0,0
JE011318,16-12-2023 09:51,3001-Equity,Intercompany Transfer,85963.13,CAD,a.mehta,Auto,IT,15-08-2023 10:27,0,1,0,1,0,1
JE011319,19-10-2023 22:38,6001-OpEx,Vendor Payment,19300.58,INR,p.iyer,Manual,HR,19-10-2023 22:38,0,0,1,1,0,1
JE011320,15-11-2023 02:12,7001-Tax,Reversal,56389.58,CAD,admin,Auto,Operations,15-11-2023 02:12,0,0,1,1,0,1
JE011321,10-10-2023 07:07,6001-OpEx,Reversal,57944.65,INR,m.khan,Manual,Finance,10-10-2023 07:07,0,0,0,1,0,0
JE011322,16-01-2023 00:45,7001-Tax,Intercompany Transfer,64513.2,CAD,m.khan,Manual,Operations,16-01-2023 00:45,0,0,1,1,0,1
JE011323,21-07-2023 09:15,6001-OpEx,Intercompany Transfer,77465.22,CAD,u.sharma,Manual,HR,21-07-2023 09:15,0,0,0,1,0,0
JE011324,20-04-2023 21:09,7001-Tax,Reversal,17171.36,CAD,m.khan,Manual,Finance,20-04-2023 21:09,0,0,1,1,0,1
JE011325,05-04-2023 13:40,4001-Revenue,Adjustment,34008.53,INR,m.khan,Manual,Finance,05-04-2023 13:40,0,0,0,1,0,0
JE011326,19-03-2023 04:31,6001-OpEx,Customer Receipt,15149.48,CAD,u.sharma,Manual,Finance,19-03-2023 04:31,0,1,1,1,0,2
JE006741,19-08-2023 14:29,7001-Tax,Adjustment,10000,CAD,a.mehta,Auto,Finance,19-08-2023 14:29,1,1,0,2,1,3
JE011328,22-04-2023 06:04,2001-AP,Depreciation,33254.98,INR,p.iyer,Manual,Finance,22-04-2023 06:04,0,1,0,1,0,1
JE011329,01-08-2023 23:32,6001-OpEx,Customer Receipt,83256.45,USD,p.iyer,Auto,Operations,01-08-2023 23:32,0,0,1,1,0,1
JE011330,25-12-2023 01:25,6001-OpEx,Depreciation,94188.86,INR,s.roy,Manual,Finance,25-12-2023 01:25,0,0,1,1,0,1
JE011331,25-07-2023 09:46,3001-Equity,Payroll,83050.54,CAD,p.iyer,Auto,Operations,25-07-2023 09:46,0,0,0,1,0,0
JE011332,02-09-2023 00:59,1001-Cash,Accrual,20155.62,USD,a.mehta,Auto,IT,02-09-2023 00:59,0,1,1,1,0,2
JE011333,15-08-2023 00:13,1200-AR,Vendor Payment,80799.85,CAD,u.sharma,Auto,HR,15-08-2023 00:13,0,0,1,1,0,1
JE011334,13-10-2023 11:03,3001-Equity,Vendor Payment,5756.54,CAD,s.roy,Manual,Operations,13-10-2023 11:03,0,0,0,1,0,0
JE011335,02-05-2023 12:51,3001-Equity,Payroll,41332.68,USD,p.iyer,Manual,Finance,02-05-2023 12:51,0,0,0,1,0,0
JE011336,18-01-2023 10:39,3001-Equity,Accrual,55275.56,USD,s.roy,Manual,IT,18-01-2023 10:39,0,0,0,1,0,0
JE011337,10-06-2023 05:39,2001-AP,Intercompany Transfer,99001.18,INR,admin,Manual,Sales,10-06-2023 05:39,0,1,1,1,0,2
JE011338,15-09-2023 09:08,7001-Tax,Payroll,47486.52,USD,a.mehta,Manual,Sales,15-09-2023 09:08,0,0,0,1,0,0
JE011339,13-12-2023 01:10,2001-AP,Intercompany Transfer,13173.38,USD,s.roy,Manual,Finance,19-11-2023 09:05,0,0,1,1,0,1
JE011340,20-01-2023 20:30,1200-AR,Intercompany Transfer,96835.86,CAD,a.mehta,Manual,IT,20-01-2023 20:30,0,0,1,1,0,1
JE011341,29-12-2023 09:46,7001-Tax,Adjustment,1556.79,INR,r.das,Auto,Operations,29-12-2023 09:46,0,0,0,1,0,0
JE011342,28-01-2023 04:57,1001-Cash,Adjustment,91364.33,USD,m.khan,Manual,Finance,28-01-2023 04:57,0,1,1,1,0,2
JE011343,11-09-2023 08:01,2001-AP,Vendor Payment,1155.39,USD,s.roy,Manual,IT,11-09-2023 08:01,0,0,0,1,0,0
JE011344,12-12-2023 20:55,6001-OpEx,Depreciation,72117.9,CAD,m.khan,Auto,Finance,12-12-2023 20:55,0,0,1,1,0,1
JE011345,11-08-2023 15:50,7001-Tax,Intercompany Transfer,86681.86,INR,s.roy,Auto,Finance,11-08-2023 15:50,0,0,0,1,0,0
JE011346,07-07-2023 16:10,1200-AR,Payroll,86577.31,USD,m.khan,Manual,Operations,07-07-2023 16:10,0,0,0,1,0,0
JE011347,08-08-2023 14:26,6001-OpEx,Payroll,17415.61,USD,admin,Auto,IT,08-08-2023 14:26,0,0,0,1,0,0
JE011348,12-03-2023 11:36,1200-AR,Vendor Payment,25000,CAD,r.das,Manual,Finance,12-03-2023 11:36,1,1,0,1,0,2
JE011349,02-01-2023 13:53,4001-Revenue,Accrual,8664.76,CAD,u.sharma,Auto,Operations,02-01-2023 13:53,0,0,0,1,0,0
JE011350,23-03-2023 00:53,4001-Revenue,Depreciation,6726.41,CAD,a.mehta,Auto,IT,23-03-2023 00:53,0,0,1,1,0,1
JE011351,21-01-2023 07:45,1200-AR,Intercompany Transfer,651.69,CAD,s.roy,Manual,Sales,21-01-2023 07:45,0,1,0,1,0,1
JE011352,27-07-2023 06:51,5001-COGS,Intercompany Transfer,18858.12,USD,p.iyer,Auto,Operations,27-07-2023 06:51,0,0,0,1,0,0
JE011353,18-09-2023 21:22,1200-AR,Vendor Payment,85480.15,INR,r.das,Manual,HR,18-09-2023 21:22,0,0,1,1,0,1
JE011354,21-11-2023 12:56,4001-Revenue,Vendor Payment,29347.32,CAD,r.das,Auto,Operations,21-11-2023 12:56,0,0,0,1,0,0
JE011355,15-05-2023 13:46,7001-Tax,Vendor Payment,15428.82,USD,p.iyer,Manual,IT,15-05-2023 13:46,0,0,0,1,0,0
JE011356,06-02-2023 09:36,5001-COGS,Customer Receipt,81744.94,CAD,p.iyer,Auto,Finance,06-02-2023 09:36,0,0,0,1,0,0
JE011357,18-08-2023 08:20,6001-OpEx,Vendor Payment,71197.24,INR,admin,Auto,Operations,18-08-2023 08:20,0,0,0,1,0,0
JE011358,01-11-2023 15:41,1200-AR,Adjustment,75486.86,INR,r.das,Manual,Sales,01-11-2023 15:41,0,0,0,1,0,0
JE011359,28-10-2023 06:06,6001-OpEx,Reversal,90842.53,CAD,s.roy,Auto,Finance,28-10-2023 06:06,0,1,0,1,0,1
JE011360,25-09-2023 06:37,1001-Cash,Depreciation,43583.89,USD,admin,Manual,Finance,25-09-2023 06:37,0,0,0,1,0,0
JE011361,24-12-2023 18:43,3001-Equity,Depreciation,75473.81,CAD,u.sharma,Auto,Sales,24-12-2023 18:43,0,1,0,1,0,1
JE011362,06-09-2023 23:36,4001-Revenue,Vendor Payment,93441.01,CAD,u.sharma,Manual,Operations,06-09-2023 23:36,0,0,1,1,0,1
JE011363,05-10-2023 22:17,5001-COGS,Accrual,65536.14,INR,r.das,Manual,Finance,05-10-2023 22:17,0,0,1,1,0,1
JE011364,03-11-2023 02:16,2001-AP,Reversal,95773.37,INR,m.khan,Auto,IT,03-11-2023 02:16,0,0,1,1,0,1
JE011365,03-11-2023 22:32,6001-OpEx,Intercompany Transfer,29700.49,USD,admin,Auto,IT,03-11-2023 22:32,0,0,1,1,0,1
JE011366,07-08-2023 01:37,1001-Cash,Reversal,70093.83,INR,r.das,Manual,Sales,07-08-2023 01:37,0,0,1,1,0,1
JE011367,14-11-2023 10:52,6001-OpEx,Intercompany Transfer,7436.3,INR,r.das,Manual,Operations,14-11-2023 10:52,0,0,0,1,0,0
JE011368,27-06-2023 05:51,2001-AP,Intercompany Transfer,69837.91,INR,a.mehta,Auto,HR,10-06-2023 00:55,0,0,1,1,0,1
JE011369,25-05-2023 19:44,2001-AP,Payroll,80571.74,INR,u.sharma,Manual,Operations,25-05-2023 19:44,0,0,0,1,0,0
JE011370,05-12-2023 06:09,7001-Tax,Payroll,79780.43,USD,p.iyer,Manual,HR,05-12-2023 06:09,0,0,0,1,0,0
JE011371,02-08-2023 13:18,5001-COGS,Customer Receipt,14437.89,CAD,p.iyer,Auto,IT,02-08-2023 13:18,0,0,0,1,0,0
JE011372,21-04-2023 04:08,6001-OpEx,Reversal,2000.62,CAD,u.sharma,Auto,HR,21-04-2023 04:08,0,0,1,1,0,1
JE011373,24-04-2023 18:16,1200-AR,Reversal,10713.51,CAD,a.mehta,Manual,Finance,24-04-2023 18:16,0,0,0,1,0,0
JE011374,15-07-2023 03:08,4001-Revenue,Payroll,18214.6,USD,s.roy,Auto,Sales,15-07-2023 03:08,0,1,1,1,0,2
JE011375,21-02-2023 05:45,1200-AR,Reversal,79484.16,USD,s.roy,Manual,Finance,21-02-2023 05:45,0,0,1,1,0,1
JE011376,08-10-2023 18:45,1001-Cash,Depreciation,27637.43,INR,a.mehta,Manual,Finance,08-10-2023 18:45,0,1,0,1,0,1
JE006992,01-10-2023 20:04,6001-OpEx,Depreciation,42961.34,USD,a.mehta,Auto,Operations,01-10-2023 20:04,0,1,1,2,1,3
JE011378,05-12-2023 03:21,6001-OpEx,Accrual,247.33,USD,a.mehta,Auto,IT,05-12-2023 03:21,0,0,1,1,0,1
JE011379,10-12-2023 03:44,1200-AR,Intercompany Transfer,5000,USD,p.iyer,Manual,Sales,12-11-2023 09:35,1,1,1,1,0,3
JE011380,23-06-2023 07:16,5001-COGS,Adjustment,88051.25,USD,admin,Manual,Sales,23-06-2023 07:16,0,0,0,1,0,0
JE011381,09-01-2023 00:44,2001-AP,Reversal,10859.83,CAD,s.roy,Auto,Finance,09-01-2023 00:44,0,0,1,1,0,1
JE011382,07-02-2023 05:43,3001-Equity,Accrual,74940.03,INR,m.khan,Manual,Sales,07-02-2023 05:43,0,0,1,1,0,1
JE011383,19-08-2023 13:47,2001-AP,Adjustment,96791.26,USD,p.iyer,Auto,Sales,19-08-2023 13:47,0,1,0,1,0,1
JE011384,24-12-2023 05:08,5001-COGS,Depreciation,55415.5,USD,admin,Manual,Operations,24-12-2023 05:08,0,1,1,1,0,2
JE011385,09-04-2023 18:33,7001-Tax,Payroll,11599.76,USD,m.khan,Manual,HR,09-04-2023 18:33,0,1,0,1,0,1
JE011386,27-12-2023 09:31,1001-Cash,Payroll,20199.06,CAD,m.khan,Auto,Sales,27-12-2023 09:31,0,0,0,1,0,0
JE011387,02-12-2023 17:03,5001-COGS,Accrual,39782.15,USD,p.iyer,Auto,HR,03-06-2023 05:52,0,1,0,1,0,1
JE011388,23-11-2023 05:21,1001-Cash,Customer Receipt,7516.85,INR,s.roy,Manual,Finance,23-11-2023 05:21,0,0,1,1,0,1
JE011389,23-07-2023 22:29,6001-OpEx,Adjustment,94642.82,USD,a.mehta,Auto,IT,23-07-2023 22:29,0,1,1,1,0,2
JE011390,16-09-2023 22:31,1001-Cash,Payroll,73254.39,USD,a.mehta,Auto,Finance,16-09-2023 22:31,0,1,1,1,0,2
JE011391,02-02-2023 16:49,3001-Equity,Reversal,89252.99,INR,u.sharma,Manual,Sales,02-02-2023 16:49,0,0,0,1,0,0
JE011392,14-09-2023 16:09,1001-Cash,Vendor Payment,52775.92,USD,p.iyer,Auto,Operations,14-09-2023 16:09,0,0,0,1,0,0
JE011393,07-03-2023 06:28,3001-Equity,Adjustment,11372.03,USD,u.sharma,Auto,Operations,07-03-2023 06:28,0,0,0,1,0,0
JE011394,27-09-2023 20:34,4001-Revenue,Depreciation,63075.91,USD,r.das,Manual,Operations,27-09-2023 20:34,0,0,1,1,0,1
JE011395,07-10-2023 15:34,7001-Tax,Intercompany Transfer,8552.17,USD,u.sharma,Auto,Finance,29-11-2023 15:03,0,1,0,1,0,1
JE011396,18-06-2023 21:34,1200-AR,Customer Receipt,6196.96,CAD,a.mehta,Manual,Finance,18-06-2023 21:34,0,1,1,1,0,2
JE011397,29-05-2023 02:24,1200-AR,Adjustment,13159.63,CAD,m.khan,Auto,HR,29-05-2023 02:24,0,0,1,1,0,1
JE011398,25-09-2023 01:24,2001-AP,Depreciation,17777.42,CAD,u.sharma,Auto,Finance,25-09-2023 01:24,0,0,1,1,0,1
JE011399,24-12-2023 02:46,1001-Cash,Adjustment,4205.35,INR,p.iyer,Auto,Finance,24-12-2023 02:46,0,1,1,1,0,2
JE011400,13-04-2023 22:46,2001-AP,Customer Receipt,42729.7,INR,r.das,Manual,Operations,13-04-2023 22:46,0,0,1,1,0,1
JE011401,11-05-2023 18:41,7001-Tax,Vendor Payment,92826.03,INR,a.mehta,Manual,Operations,11-05-2023 18:41,0,0,0,1,0,0
JE011402,09-07-2023 12:19,3001-Equity,Vendor Payment,9944.64,INR,a.mehta,Auto,Operations,09-07-2023 12:19,0,1,0,1,0,1
JE011403,28-08-2023 23:36,1001-Cash,Customer Receipt,14143.18,USD,u.sharma,Auto,Finance,28-08-2023 23:36,0,0,1,1,0,1
JE011404,03-11-2023 17:55,2001-AP,Adjustment,83404.88,CAD,m.khan,Auto,IT,03-11-2023 17:55,0,0,0,1,0,0
JE011405,19-05-2023 12:01,3001-Equity,Intercompany Transfer,67940.59,USD,m.khan,Auto,Operations,19-05-2023 12:01,0,0,0,1,0,0
JE011406,14-12-2023 10:32,5001-COGS,Intercompany Transfer,69281.62,CAD,p.iyer,Auto,Operations,14-12-2023 10:32,0,0,0,1,0,0
JE011407,08-08-2023 21:28,5001-COGS,Depreciation,28830.36,INR,m.khan,Manual,IT,08-08-2023 21:28,0,0,1,1,0,1
JE011408,16-11-2023 08:36,1200-AR,Adjustment,17408.41,USD,admin,Manual,Operations,16-11-2023 08:36,0,0,0,1,0,0
JE011409,18-07-2023 06:56,2001-AP,Customer Receipt,31321.22,USD,u.sharma,Manual,HR,18-07-2023 06:56,0,0,0,1,0,0
JE011410,14-12-2023 17:15,2001-AP,Payroll,43367.58,INR,p.iyer,Auto,Finance,14-12-2023 17:15,0,0,0,1,0,0
JE011411,02-01-2023 19:54,1001-Cash,Intercompany Transfer,8291.55,USD,u.sharma,Auto,Sales,02-01-2023 19:54,0,0,0,1,0,0
JE011412,16-08-2023 04:12,7001-Tax,Adjustment,33718.22,USD,u.sharma,Manual,IT,16-08-2023 04:12,0,0,1,1,0,1
JE011413,22-07-2023 03:03,2001-AP,Depreciation,84608.67,USD,u.sharma,Manual,Sales,22-07-2023 03:03,0,1,1,1,0,2
JE011414,06-10-2023 01:36,2001-AP,Accrual,18402.88,CAD,p.iyer,Manual,Sales,06-10-2023 01:36,0,0,1,1,0,1
JE011415,14-03-2023 13:05,3001-Equity,Depreciation,6354.1,CAD,a.mehta,Manual,Finance,14-03-2023 13:05,0,0,0,1,0,0
JE011416,16-07-2023 12:08,1001-Cash,Intercompany Transfer,87524.34,USD,u.sharma,Auto,IT,16-07-2023 12:08,0,1,0,1,0,1
JE011417,04-01-2023 03:26,3001-Equity,Vendor Payment,53765.3,CAD,r.das,Auto,IT,04-01-2023 03:26,0,0,1,1,0,1
JE011418,15-06-2023 11:57,3001-Equity,Vendor Payment,30203.63,INR,m.khan,Manual,IT,15-06-2023 11:57,0,0,0,1,0,0
JE011419,13-06-2023 23:28,5001-COGS,Payroll,56051.54,USD,m.khan,Manual,HR,13-06-2023 23:28,0,0,1,1,0,1
JE011420,17-12-2023 16:26,2001-AP,Vendor Payment,46670.86,CAD,m.khan,Manual,IT,17-12-2023 16:26,0,1,0,2,1,2
JE011421,23-05-2023 10:31,3001-Equity,Accrual,88441.29,CAD,m.khan,Manual,HR,23-05-2023 10:31,0,0,0,1,0,0
JE011422,07-12-2023 16:25,3001-Equity,Payroll,23035.59,INR,u.sharma,Manual,HR,07-12-2023 16:25,0,0,0,1,0,0
JE011423,15-06-2023 10:48,5001-COGS,Depreciation,2248.83,USD,p.iyer,Manual,Operations,15-06-2023 10:48,0,0,0,1,0,0
JE011424,03-07-2023 15:22,1200-AR,Vendor Payment,44611.9,USD,admin,Auto,Sales,03-07-2023 15:22,0,0,0,1,0,0
JE011425,21-02-2023 05:16,1200-AR,Depreciation,25000,USD,p.iyer,Auto,Operations,21-02-2023 05:16,1,0,1,1,0,2
JE011426,29-08-2023 13:17,1200-AR,Reversal,85368.23,USD,a.mehta,Auto,Sales,29-08-2023 13:17,0,0,0,1,0,0
JE011427,03-01-2023 00:03,3001-Equity,Customer Receipt,21393.55,INR,admin,Auto,Sales,03-01-2023 00:03,0,0,1,1,0,1
JE011428,17-07-2023 16:28,7001-Tax,Depreciation,49995.13,CAD,r.das,Manual,Operations,17-07-2023 16:28,0,0,0,1,0,0
